-0.039252,0.221979,-0.070366
-0.034992,0.199924,-0.099672
-0.029444,0.194746,-0.093813
-0.039427,0.194172,-0.113845
-0.034601,0.184976,-0.113322
-0.046025,0.203001,-0.115013
-0.041453,0.194278,-0.117331
-0.053475,0.271869,-0.112207
-0.05464,0.276704,-0.115811
-0.047308,0.264119,-0.150192
-0.046093,0.261154,-0.149632
-0.050462,0.24697,-0.176291
-0.052397,0.246044,-0.174467
-0.05953,0.233915,-0.176377
-0.060417,0.234298,-0.171609
-0.039581,0.299788,-0.210819
-0.044062,0.296295,-0.203321
-0.047693,0.325834,-0.173635
-0.042441,0.33069,-0.179754
-0.026565,0.336383,-0.191067
-0.017745,0.338006,-0.193929
-0.017757,0.304489,-0.223744
-0.026476,0.303153,-0.2217
-0.016587,0.281114,-0.236444
-0.025979,0.280403,-0.235274
-0.016176,0.255277,-0.250204
-0.025589,0.254293,-0.247972
-0.018087,0.229341,-0.262207
-0.025574,0.227937,-0.259937
-0.027541,0.199265,-0.268286
-0.042302,0.277553,-0.227863
-0.045837,0.273306,-0.214118
-0.010637,0.152855,-0.246521
-0.003713,0.156381,-0.23571
-0.00419,0.142539,-0.211145
-0.01514,0.139853,-0.227733
-0.022188,0.156648,-0.249913
-0.0286,0.145338,-0.23306
-0.040514,0.240337,-0.084767
-0.038171,0.231258,-0.110851
-0.004049,0.169668,-0.262507
-0.05482,0.222699,-0.215309
-0.054347,0.2468,-0.206744
-0.049896,0.250016,-0.223668
-0.048266,0.22049,-0.232469
-0.013623,0.197195,-0.27198
-0.011885,0.193465,-0.273982
-0.013701,0.18065,-0.27068
-0.016545,0.182834,-0.269397
-0.025835,0.187004,-0.265027
-0.04041,0.2477,-0.124682
-0.042729,0.25733,-0.098493
-0.046426,0.261291,-0.102932
-0.043121,0.257066,-0.137474
-0.052937,0.238329,-0.142946
-0.053214,0.241257,-0.160088
-0.065101,0.239725,-0.144819
-0.063638,0.236674,-0.156403
-0.011556,0.173575,-0.26938
-0.007977,0.16849,-0.266967
-0.007965,0.168532,-0.264331
-0.01328,0.172096,-0.267038
-0.041902,0.250517,-0.239761
-0.044553,0.207539,-0.119793
-0.063579,0.217806,-0.124794
-0.039473,0.196542,-0.249371
-0.003876,0.207901,-0.272775
-0.003931,0.203086,-0.275376
-0.004007,0.167787,-0.265017
-0.029603,0.174826,-0.254897
-0.034923,0.167821,-0.244891
-0.04505,0.181318,-0.239862
-0.040499,0.223248,-0.247774
-0.053455,0.199114,-0.23234
-0.047838,0.26773,-0.198828
-0.045755,0.289379,-0.190226
-0.052533,0.315933,-0.159611
-0.035209,0.225919,-0.25556
-0.034717,0.252815,-0.244861
-0.034606,0.279568,-0.232843
-0.033501,0.301986,-0.216544
-0.003724,0.231586,-0.264465
-0.003614,0.2559,-0.252053
-0.003495,0.282159,-0.236047
-0.003368,0.305125,-0.222847
-0.003066,0.341647,-0.190846
-0.034945,0.333765,-0.186182
-0.050818,0.257109,-0.186741
-0.056247,0.238272,-0.183893
-0.067871,0.245944,-0.133003
-0.051134,0.231061,-0.127882
-0.047085,0.278709,-0.167812
-0.040292,0.237591,-0.115332
-0.052746,0.298463,-0.139018
-0.041944,0.247144,-0.090293
-0.019074,0.181828,-0.107021
-0.022779,0.18046,-0.124244
-0.003522,0.17334,-0.127546
-0.003266,0.182007,-0.107891
-0.016069,0.193173,-0.086485
-0.003023,0.192759,-0.090188
-0.018237,0.212455,-0.061332
-0.003068,0.212034,-0.061394
-0.026542,0.17513,-0.129198
-0.004686,0.165386,-0.144451
-0.03151,0.181066,-0.123184
-0.048319,0.212177,-0.119108
-0.011638,0.145672,-0.16513
-0.023852,0.141439,-0.150757
-0.024417,0.128547,-0.179734
-0.011366,0.135067,-0.199313
-0.012302,0.162707,-0.13952
-0.023711,0.162399,-0.12726
-0.019982,0.13403,-0.215155
-0.050183,0.227937,-0.12498
-0.065734,0.241263,-0.12975
-0.039621,0.235299,-0.113354
-0.004328,0.151362,-0.169451
0.020015,0.190328,-0.094423
0.025636,0.192669,-0.100676
0.031766,0.216369,-0.071451
0.024803,0.211205,-0.065318
0.023649,0.186119,-0.110875
0.030085,0.190925,-0.114636
0.030582,0.193231,-0.12119
0.03605,0.212332,-0.120895
0.040583,0.257623,-0.148009
0.041622,0.261185,-0.149159
0.048455,0.273247,-0.118099
0.047304,0.268204,-0.114788
0.045085,0.245902,-0.176308
0.045109,0.246436,-0.179288
0.054266,0.234914,-0.173876
0.053183,0.235513,-0.176686
0.036274,0.330315,-0.179869
0.041544,0.325346,-0.173807
0.037466,0.295965,-0.202964
0.032913,0.299485,-0.210514
0.019699,0.302831,-0.221517
0.010964,0.304307,-0.223633
0.011553,0.337832,-0.19396
0.020401,0.336242,-0.191183
0.018958,0.280313,-0.235006
0.009585,0.281157,-0.236285
0.018352,0.254167,-0.247616
0.008939,0.25513,-0.249974
0.018106,0.227794,-0.25958
0.010618,0.229201,-0.261938
0.019746,0.199237,-0.268229
0.038797,0.27264,-0.213266
0.035249,0.277075,-0.2273
0.007406,0.140182,-0.227291
0.002941,0.153442,-0.246121
0.021044,0.145743,-0.232202
0.014513,0.157504,-0.249531
0.028526,0.221293,-0.113519
0.033716,0.234139,-0.086253
0.040768,0.220113,-0.231274
0.042611,0.249641,-0.22253
0.046953,0.246146,-0.205092
0.047127,0.221809,-0.213858
0.008599,0.18078,-0.269744
0.005819,0.179986,-0.270912
0.004003,0.193473,-0.27387
0.00581,0.197119,-0.271854
0.017967,0.187345,-0.26525
0.034192,0.248996,-0.133457
0.040663,0.256291,-0.106192
0.036574,0.251348,-0.101309
0.031932,0.241618,-0.125636
0.045338,0.245048,-0.162024
0.04568,0.23898,-0.145318
0.056591,0.237119,-0.160434
0.056172,0.244011,-0.144914
0.00539,0.171929,-0.266865
-0.000035,0.168436,-0.26447
0.000016,0.168358,-0.26718
0.003662,0.173193,-0.269416
0.034667,0.250492,-0.239149
0.041418,0.206536,-0.116335
0.052692,0.228562,-0.11769
0.031807,0.196448,-0.248687
0.021785,0.175358,-0.255206
0.027332,0.16861,-0.244532
0.037505,0.181426,-0.238786
0.045935,0.199072,-0.23104
0.033026,0.222952,-0.247009
0.040876,0.267236,-0.197667
0.03945,0.288985,-0.190007
0.046564,0.314859,-0.160165
0.027744,0.225709,-0.254997
0.027481,0.252732,-0.24437
0.027575,0.279307,-0.232441
0.02678,0.301671,-0.216296
0.028781,0.333595,-0.186221
0.049461,0.237674,-0.183531
0.044343,0.256625,-0.185318
0.044582,0.235404,-0.12879
0.056227,0.252606,-0.130137
0.041121,0.277221,-0.1665
0.030635,0.229421,-0.11922
0.045843,0.295871,-0.140463
0.035164,0.240632,-0.092319
0.013713,0.180132,-0.125444
0.011867,0.182397,-0.106877
0.009941,0.192212,-0.08671
0.012119,0.210986,-0.061618
0.018398,0.178275,-0.127318
0.021584,0.185072,-0.12051
0.036324,0.212275,-0.118206
0.003029,0.135398,-0.198546
0.01685,0.12957,-0.174457
0.016119,0.143849,-0.14561
0.002829,0.146728,-0.163762
0.015099,0.165546,-0.124574
0.003496,0.164117,-0.13934
0.012447,0.13406,-0.2134
0.054544,0.248959,-0.126653
0.04385,0.231733,-0.125579
0.03008,0.226713,-0.116828
0.003763,0.169054,-0.275054
0.0048,0.177794,-0.275897
0.002086,0.188154,-0.278921
-0.003744,0.192493,-0.280168
0.00015,0.163919,-0.272991
